evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al N de Calama,-22.244 ,-68.974,2025-01-13,20:55:00,2025-01-13,23:55:00,123,km,2.9,Ml
24 km al SE de Antofagasta,-23.837 ,-70.283,2025-01-13,20:16:43,2025-01-13,23:16:43,51,km,2.7,Ml
57 km al SO de OllagÃ¼e,-21.683 ,-68.502,2025-01-13,19:44:25,2025-01-13,22:44:25,132,km,2.5,Ml
48 km al E de OllagÃ¼e,-21.278 ,-67.792,2025-01-13,19:23:31,2025-01-13,22:23:31,185,km,4.5,Ml
149 km al NE de Socaire,-22.757 ,-66.754,2025-01-13,19:10:33,2025-01-13,22:10:33,289,km,3.9,Ml
35 km al NE de Calama,-22.212 ,-68.742,2025-01-13,19:07:18,2025-01-13,22:07:18,120,km,2.5,Ml
153 km al SE de El Salvador,-27.251 ,-68.580,2025-01-13,17:59:03,2025-01-13,20:59:03,161,km,3.0,Ml
34 km al N de Alto del Carmen,-28.467 ,-70.372,2025-01-13,17:56:58,2025-01-13,20:56:58,103,km,3.4,Ml
64 km al SE de Socaire,-23.857 ,-67.333,2025-01-13,16:54:51,2025-01-13,19:54:51,264,km,3.1,Ml
11 km al NO de La Serena,-29.839 ,-71.339,2025-01-13,16:37:23,2025-01-13,19:37:23,52,km,3.4,Ml
12 km al E de Calama,-22.477 ,-68.809,2025-01-13,16:36:22,2025-01-13,19:36:22,116,km,2.9,Ml
49 km al NE de Calama,-22.077 ,-68.706,2025-01-13,16:20:57,2025-01-13,19:20:57,118,km,2.7,Ml
30 km al E de Melipilla,-33.595 ,-70.912,2025-01-13,16:10:15,2025-01-13,19:10:15,78,km,2.7,Ml
30 km al O de OllagÃ¼e,-21.301 ,-68.529,2025-01-13,15:33:48,2025-01-13,18:33:48,134,km,2.5,Ml
11 km al S de La Higuera,-29.607 ,-71.240,2025-01-13,14:49:15,2025-01-13,17:49:15,46,km,2.7,Ml
75 km al S de Socaire,-24.265 ,-67.897,2025-01-13,13:05:01,2025-01-13,16:05:01,269,km,3.6,Ml
20 km al SE de Linares,-35.934 ,-71.409,2025-01-13,12:33:40,2025-01-13,15:33:40,134,km,2.6,Ml
42 km al N de ChillÃ¡n,-36.249 ,-71.960,2025-01-13,11:33:01,2025-01-13,14:33:01,90,km,2.9,Ml
72 km al SO de Punta de Choros,-29.640 ,-72.060,2025-01-13,11:08:34,2025-01-13,14:08:34,34,km,3.1,Ml
9 km al O de Santiago,-33.444 ,-70.752,2025-01-13,10:11:22,2025-01-13,13:11:22,91,km,3.3,Ml
17 km al SO de Pichidangui,-32.250 ,-71.642,2025-01-13,09:52:04,2025-01-13,12:52:04,37,km,2.6,Ml
55 km al O de QuellÃ³n,-43.131 ,-74.303,2025-01-13,09:10:15,2025-01-13,12:10:15,9,km,2.6,Ml
39 km al NE de Calama,-22.174 ,-68.726,2025-01-13,09:06:10,2025-01-13,12:06:10,133,km,3.2,Ml
87 km al SE de Socaire,-24.133 ,-67.268,2025-01-13,08:59:24,2025-01-13,11:59:24,261,km,3.1,Ml
108 km al NE de San Pedro de Atacama,-22.096 ,-67.646,2025-01-13,07:40:49,2025-01-13,10:40:49,212,km,3.3,Ml
42 km al O de La Higuera,-29.615 ,-71.620,2025-01-13,07:35:23,2025-01-13,10:35:23,57,km,2.5,Ml
38 km al NE de Calama,-22.194 ,-68.708,2025-01-13,07:29:50,2025-01-13,10:29:50,116,km,3.3,Ml
106 km al NE de San Pedro de Atacama,-22.076 ,-67.727,2025-01-13,07:02:19,2025-01-13,10:02:19,205,km,2.8,Ml
31 km al O de Mejillones,-23.098 ,-70.749,2025-01-13,06:50:09,2025-01-13,09:50:09,32,km,2.5,Ml
8 km al NO de Calama,-22.418 ,-68.978,2025-01-13,04:00:45,2025-01-13,07:00:45,105,km,3.1,Ml
18 km al N de Navidad,-33.796 ,-71.890,2025-01-13,03:00:02,2025-01-13,06:00:02,43,km,3.2,Ml
29 km al NE de Calama,-22.242 ,-68.792,2025-01-13,02:40:30,2025-01-13,05:40:30,117,km,2.5,Ml
62 km al NO de Tongoy,-29.961 ,-72.046,2025-01-13,02:36:36,2025-01-13,05:36:36,38,km,2.9,Ml
140 km al NE de Socaire,-22.863 ,-66.770,2025-01-13,00:44:47,2025-01-13,03:44:47,302,km,3.1,Ml
13 km al NO de Ovalle,-30.537 ,-71.313,2025-01-12,23:16:47,2025-01-13,02:16:47,63,km,2.8,Ml
58 km al NO de Tongoy,-29.946 ,-71.978,2025-01-12,22:51:36,2025-01-13,01:51:36,34,km,2.5,Ml
17 km al SE de CamiÃ±a,-19.380 ,-69.276,2025-01-12,22:06:37,2025-01-13,01:06:37,99,km,2.9,Ml
70 km al S de Socaire,-24.221 ,-67.868,2025-01-12,21:34:15,2025-01-13,00:34:15,240,km,3.1,Ml
