evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al E de Calama,-22.472 ,-68.624,2024-12-27,20:36:56,2024-12-27,23:36:56,97,km,2.5,Ml
46 km al SE de Putre,-18.362 ,-69.164,2024-12-27,17:10:00,2024-12-27,20:10:00,118,km,3.0,Ml
39 km al NE de Calama,-22.209 ,-68.681,2024-12-27,15:21:46,2024-12-27,18:21:46,111,km,3.3,Ml
35 km al NE de Calama,-22.212 ,-68.734,2024-12-27,15:15:39,2024-12-27,18:15:39,125,km,4.9,Mw
49 km al SE de Pica,-20.897 ,-69.137,2024-12-27,13:14:19,2024-12-27,16:14:19,110,km,2.5,Ml
71 km al SE de Socaire,-24.174 ,-67.609,2024-12-27,12:27:02,2024-12-27,15:27:02,242,km,2.9,Ml
50 km al SE de CopiapÃ³,-27.780 ,-70.125,2024-12-27,12:16:55,2024-12-27,15:16:55,81,km,3.5,Ml
19 km al SO de Santa Cruz,-34.736 ,-71.532,2024-12-27,11:00:28,2024-12-27,14:00:28,66,km,2.6,Ml
78 km al NE de San Pedro de Atacama,-22.333 ,-67.789,2024-12-27,09:36:52,2024-12-27,12:36:52,215,km,3.6,Ml
72 km al SO de OllagÃ¼e,-21.748 ,-68.668,2024-12-27,08:49:49,2024-12-27,11:49:49,105,km,3.8,Ml
17 km al NO de Las Cabras,-34.152 ,-71.366,2024-12-27,08:09:41,2024-12-27,11:09:41,60,km,2.5,Ml
33 km al S de Mina Collahuasi,-21.122 ,-68.706,2024-12-27,07:04:57,2024-12-27,10:04:57,120,km,2.9,Ml
26 km al NE de Antuco,-37.151 ,-71.487,2024-12-27,06:23:55,2024-12-27,09:23:55,122,km,2.7,Ml
46 km al N de Tocopilla,-21.698 ,-70.341,2024-12-27,06:00:48,2024-12-27,09:00:48,28,km,3.6,Ml
33 km al SE de San JosÃ© de Maipo,-33.893 ,-70.174,2024-12-27,03:55:51,2024-12-27,06:55:51,122,km,2.5,Ml
56 km al NE de Calama,-22.080 ,-68.590,2024-12-27,03:44:45,2024-12-27,06:44:45,123,km,2.5,Ml
39 km al E de El Salvador,-26.226 ,-69.236,2024-12-27,03:43:33,2024-12-27,06:43:33,11,km,2.9,Ml
46 km al SO de Mina Collahuasi,-21.151 ,-68.939,2024-12-27,02:52:59,2024-12-27,05:52:59,111,km,3.2,Ml
2 km al O de Parque Fray Jorge,-30.671 ,-71.707,2024-12-27,01:41:32,2024-12-27,04:41:32,29,km,2.8,Ml
66 km al SO de OllagÃ¼e,-21.760 ,-68.529,2024-12-27,01:28:28,2024-12-27,04:28:28,118,km,2.8,Ml
86 km al O de San Antonio de los Cobres,-24.065 ,-67.146,2024-12-27,01:13:47,2024-12-27,04:13:47,252,km,4.0,Ml
43 km al SO de Huasco,-28.786 ,-71.476,2024-12-26,22:07:20,2024-12-27,01:07:20,30,km,3.0,Ml
19 km al E de Putre,-18.164 ,-69.379,2024-12-26,21:21:48,2024-12-27,00:21:48,137,km,2.5,Ml
