evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al NE de Calama,-21.979 ,-68.604,2024-12-14,19:17:49,2024-12-14,22:17:49,115,km,2.9,Ml
33 km al SO de Pichidangui,-32.291 ,-71.830,2024-12-14,17:52:07,2024-12-14,20:52:07,36,km,3.0,Ml
29 km al SE de ConcepciÃ³n,-36.954 ,-72.760,2024-12-14,17:38:16,2024-12-14,20:38:16,49,km,2.8,Ml
77 km al SE de Sierra Gorda,-23.421 ,-68.830,2024-12-14,17:10:12,2024-12-14,20:10:12,127,km,3.6,Ml
34 km al O de Mina Collahuasi,-20.876 ,-68.982,2024-12-14,16:48:34,2024-12-14,19:48:34,106,km,2.8,Ml
43 km al O de Mina Collahuasi,-20.881 ,-69.069,2024-12-14,16:32:20,2024-12-14,19:32:20,113,km,2.8,Ml
4 km al O de La Serena,-29.902 ,-71.293,2024-12-14,16:23:57,2024-12-14,19:23:57,48,km,3.3,Ml
4 km al O de Quintero,-32.777 ,-71.569,2024-12-14,13:48:02,2024-12-14,16:48:02,16,km,3.3,Ml
50 km al S de CamiÃ±a,-19.765 ,-69.463,2024-12-14,13:26:32,2024-12-14,16:26:32,90,km,3.1,Ml
24 km al S de Quillota,-33.094 ,-71.240,2024-12-14,11:47:01,2024-12-14,14:47:01,63,km,2.6,Ml
35 km al S de Mina Collahuasi,-21.140 ,-68.688,2024-12-14,11:19:06,2024-12-14,14:19:06,148,km,2.8,Ml
45 km al SE de CuricÃ³,-35.297 ,-70.918,2024-12-14,10:30:14,2024-12-14,13:30:14,115,km,3.1,Ml
76 km al E de OllagÃ¼e,-21.290 ,-67.520,2024-12-14,09:54:31,2024-12-14,12:54:31,229,km,4.8,Mw
77 km al SE de Socaire,-24.142 ,-67.433,2024-12-14,09:17:08,2024-12-14,12:17:08,204,km,4.3,Ml
27 km al NO de Los Vilos,-31.773 ,-71.746,2024-12-14,08:59:37,2024-12-14,11:59:37,38,km,2.9,Ml
23 km al E de Sierra Gorda,-22.885 ,-69.093,2024-12-14,08:53:52,2024-12-14,11:53:52,85,km,3.0,Ml
40 km al SE de Pica,-20.800 ,-69.131,2024-12-14,07:26:55,2024-12-14,10:26:55,106,km,2.7,Ml
31 km al E de Talca,-35.545 ,-71.354,2024-12-14,05:23:39,2024-12-14,08:23:39,99,km,2.9,Ml
93 km al SE de Socaire,-24.172 ,-67.237,2024-12-14,01:42:24,2024-12-14,04:42:24,234,km,3.4,Ml
50 km al NO de Quillagua,-21.307 ,-69.833,2024-12-14,00:57:56,2024-12-14,03:57:56,59,km,3.8,Ml
48 km al SE de CuricÃ³,-35.285 ,-70.862,2024-12-14,00:52:18,2024-12-14,03:52:18,114,km,2.6,Ml
48 km al SE de CuricÃ³,-35.325 ,-70.918,2024-12-14,00:49:30,2024-12-14,03:49:30,106,km,2.8,Ml
